fmin,alg,runtime,niterations,converged,startguess
93405.60499572828,Optim_IPNewton,1.8640000820159912,9,true,1
92489.5264161972,Optim_IPNewton,1.1080000400543213,16,true,2
14635.726097939241,Optim_IPNewton,3.055999994277954,130,true,3
12285.175401742814,Optim_IPNewton,1.0269999504089355,52,true,4
13280.979042066372,Optim_IPNewton,13.470999956130981,1000,false,5
13134.176025919227,Optim_IPNewton,0.3399999141693115,75,true,6
518283.3034625456,Optim_IPNewton,0.0,0,true,7
1.9352085971464068e7,Optim_IPNewton,0.0009999275207519531,1,true,8
584.4605625985982,Optim_IPNewton,0.9010000228881836,63,true,9
13274.345540903618,Optim_IPNewton,0.6689999103546143,128,true,10
13134.176025918485,Optim_IPNewton,0.33500003814697266,60,true,11
-64.0901817976386,Optim_IPNewton,1.24399995803833,55,true,12
-64.09018179590443,Optim_IPNewton,1.5139999389648438,80,true,13
91743.0221559324,Optim_IPNewton,0.502000093460083,11,true,14
12285.175442059648,Optim_IPNewton,0.6329998970031738,37,true,15
14284.82481343216,Optim_IPNewton,25.858999967575073,1000,false,16
1.5214233148013237e8,Optim_IPNewton,1.059000015258789,8,true,17
13134.176025919744,Optim_IPNewton,0.39800000190734863,65,true,18
12285.175393853771,Optim_IPNewton,0.9249999523162842,43,true,19
114927.66570567906,Optim_IPNewton,0.21300005912780762,7,true,20
